"catalog","well","plate","letter","number","replicate","date","thermocycler","flag","notes","LCO_CFMRb","LCO_HCO","fwhF2_fwhR2","AJHFwd1_dR","fwhF2_HCO"
"23T182","D11","CDFA_P2","D","11","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T183","D12","CDFA_P2","D","12","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T194","E9","CDFA_P2","E","9","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23T206","F9","CDFA_P2","F","9","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T218","G9","CDFA_P2","G","9","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T232","H9","CDFA_P2","H","9","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T195","E10","CDFA_P2","E","10","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T207","F10","CDFA_P2","F","10","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T219","G10","CDFA_P2","G","10","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T233","H10","CDFA_P2","H","10","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T196","E11","CDFA_P2","E","11","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23T197","E12","CDFA_P2","E","12","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T208","F11","CDFA_P2","F","11","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T220","G11","CDFA_P2","G","11","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23T234","H11","CDFA_P2","H","11","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23T209","F12","CDFA_P2","F","12","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23T221","G12","CDFA_P2","G","12","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T235","H12","CDFA_P2","H","12","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"CASENT9130581","A1","P13","A","1","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131170","B1","P13","B","1","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131408","C1","P13","C","1","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131135","D1","P13","D","1","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130840","E1","P13","E","1","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130408","F1","P13","F","1","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130208","G1","P13","G","1","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130648","H1","P13","H","1","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131303","A2","P13","A","2","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131365","B2","P13","B","2","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131064","C2","P13","C","2","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130139","D2","P13","D","2","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130221","E2","P13","E","2","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130244","F2","P13","F","2","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130108","G2","P13","G","2","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130939","H2","P13","H","2","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130278","A3","P13","A","3","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130250","B3","P13","B","3","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130403","C3","P13","C","3","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130032","D3","P13","D","3","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131073","E3","P13","E","3","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130963","F3","P13","F","3","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130125","G3","P13","G","3","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130048","H3","P13","H","3","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130313","A4","P13","A","4","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130845","B4","P13","B","4","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130165","C4","P13","C","4","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131074","D4","P13","D","4","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130611","E4","P13","E","4","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130538","F4","P13","F","4","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130299","G4","P13","G","4","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130442","H4","P13","H","4","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131153","A5","P13","A","5","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131011","B5","P13","B","5","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130002","C5","P13","C","5","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130100","D5","P13","D","5","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131117","E5","P13","E","5","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130274","F5","P13","F","5","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130449","G5","P13","G","5","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130331","H5","P13","H","5","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130556","A6","P13","A","6","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131381","B6","P13","B","6","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130576","C6","P13","C","6","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130673","D6","P13","D","6","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130307","E6","P13","E","6","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130252","F6","P13","F","6","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130465","G6","P13","G","6","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130920","H6","P13","H","6","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130686","A7","P13","A","7","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130621","B7","P13","B","7","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131033","C7","P13","C","7","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130333","D7","P13","D","7","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130881","E7","P13","E","7","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130426","F7","P13","F","7","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131101","G7","P13","G","7","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130499","H7","P13","H","7","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131020","A8","P13","A","8","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130699","B8","P13","B","8","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131370","C8","P13","C","8","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130523","D8","P13","D","8","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131321","E8","P13","E","8","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130441","F8","P13","F","8","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130947","G8","P13","G","8","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130461","H8","P13","H","8","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130169","A9","P13","A","9","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130407","B9","P13","B","9","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130923","C9","P13","C","9","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130330","D9","P13","D","9","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131311","E9","P13","E","9","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130322","F9","P13","F","9","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130156","G9","P13","G","9","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130059","H9","P13","H","9","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130833","A10","P13","A","10","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130001","B10","P13","B","10","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130058","C10","P13","C","10","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130269","D10","P13","D","10","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130213","E10","P13","E","10","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130644","F10","P13","F","10","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131037","G10","P13","G","10","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130086","H10","P13","H","10","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130950","A11","P13","A","11","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130452","B11","P13","B","11","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130416","C11","P13","C","11","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131294","D11","P13","D","11","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131094","E11","P13","E","11","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131012","F11","P13","F","11","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131290","G11","P13","G","11","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131269","H11","P13","H","11","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130319","A12","P13","A","12","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131136","B12","P13","B","12","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131165","C12","P13","C","12","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9131156","D12","P13","D","12","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130178","E12","P13","E","12","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130091","F12","P13","F","12","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"","G12","P13","G","12","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"","H12","P13","H","12","P13_pcr.v2",2024-01-16,"#3","","","n","n",NA,NA,NA
"CASENT9130746","A1","P18","A","1","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130406","B1","P18","B","1","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130710","C1","P18","C","1","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130306","D1","P18","D","1","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130018","E1","P18","E","1","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130040","F1","P18","F","1","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130694","G1","P18","G","1","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131059","H1","P18","H","1","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131019","A2","P18","A","2","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131007","B2","P18","B","2","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130722","C2","P18","C","2","P18_pcr.v2",2024-01-16,"#4","","","y","n",NA,NA,NA
"CASENT9130389","D2","P18","D","2","P18_pcr.v2",2024-01-16,"#4","","","y","n",NA,NA,NA
"CASENT9130567","E2","P18","E","2","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130597","F2","P18","F","2","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130606","G2","P18","G","2","P18_pcr.v2",2024-01-16,"#4","","","y","n",NA,NA,NA
"CASENT9131123","H2","P18","H","2","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131299","A3","P18","A","3","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130444","B3","P18","B","3","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131190","C3","P18","C","3","P18_pcr.v2",2024-01-16,"#4","","","y","n",NA,NA,NA
"CASENT9131284","D3","P18","D","3","P18_pcr.v2",2024-01-16,"#4","","","y","n",NA,NA,NA
"CASENT9131036","E3","P18","E","3","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130783","F3","P18","F","3","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130087","G3","P18","G","3","P18_pcr.v2",2024-01-16,"#4","","","y","n",NA,NA,NA
"CASENT9130035","H3","P18","H","3","P18_pcr.v2",2024-01-16,"#4","","","y","n",NA,NA,NA
"CASENT9131042","A4","P18","A","4","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130314","B4","P18","B","4","P18_pcr.v2",2024-01-16,"#4","","","y","n",NA,NA,NA
"CASENT9130334","C4","P18","C","4","P18_pcr.v2",2024-01-16,"#4","","","y","n",NA,NA,NA
"CASENT9130323","D4","P18","D","4","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130014","E4","P18","E","4","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130624","F4","P18","F","4","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130049","G4","P18","G","4","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130858","H4","P18","H","4","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130415","A5","P18","A","5","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131236","B5","P18","B","5","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130093","C5","P18","C","5","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131293","D5","P18","D","5","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131195","E5","P18","E","5","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130458","F5","P18","F","5","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131130","G5","P18","G","5","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131017","H5","P18","H","5","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130462","A6","P18","A","6","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131305","B6","P18","B","6","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130200","C6","P18","C","6","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130432","D6","P18","D","6","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130413","E6","P18","E","6","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131089","F6","P18","F","6","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130650","G6","P18","G","6","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130271","H6","P18","H","6","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131080","A7","P18","A","7","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130155","B7","P18","B","7","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130422","C7","P18","C","7","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130304","D7","P18","D","7","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130553","E7","P18","E","7","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131044","F7","P18","F","7","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131298","G7","P18","G","7","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130110","H7","P18","H","7","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131199","A8","P18","A","8","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130352","B8","P18","B","8","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130335","C8","P18","C","8","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130435","D8","P18","D","8","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131084","E8","P18","E","8","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131077","F8","P18","F","8","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130459","G8","P18","G","8","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131148","H8","P18","H","8","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130095","A9","P18","A","9","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131185","B9","P18","B","9","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130974","C9","P18","C","9","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130398","D9","P18","D","9","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130120","E9","P18","E","9","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130325","F9","P18","F","9","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130421","G9","P18","G","9","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130619","H9","P18","H","9","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130993","A10","P18","A","10","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130498","B10","P18","B","10","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131051","C10","P18","C","10","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130713","D10","P18","D","10","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130151","E10","P18","E","10","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131134","F10","P18","F","10","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131078","G10","P18","G","10","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131024","H10","P18","H","10","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130351","A11","P18","A","11","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130212","B11","P18","B","11","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9130157","C11","P18","C","11","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9131030","D11","P18","D","11","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9132666","E11","P18","E","11","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9132728","F11","P18","F","11","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9132691","G11","P18","G","11","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9132664","H11","P18","H","11","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9132633","A12","P18","A","12","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9132644","B12","P18","B","12","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9132749","C12","P18","C","12","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9132659","D12","P18","D","12","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9132722","E12","P18","E","12","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9132488","F12","P18","F","12","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"","G12","P18","G","12","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"","H12","P18","H","12","P18_pcr.v2",2024-01-16,"#4","","","n","n",NA,NA,NA
"CASENT9132933","A1","P24","A","1","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132430","B1","P24","B","1","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132621","C1","P24","C","1","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132599","D1","P24","D","1","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132944","E1","P24","E","1","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132906","F1","P24","F","1","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132680","G1","P24","G","1","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9131956","H1","P24","H","1","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132245","A2","P24","A","2","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132631","B2","P24","B","2","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132578","C2","P24","C","2","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132650","D2","P24","D","2","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132045","E2","P24","E","2","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132024","F2","P24","F","2","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132511","G2","P24","G","2","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132540","H2","P24","H","2","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132587","A3","P24","A","3","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132699","B3","P24","B","3","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132573","C3","P24","C","3","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132815","D3","P24","D","3","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132828","E3","P24","E","3","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132762","F3","P24","F","3","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132883","G3","P24","G","3","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132403","H3","P24","H","3","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132412","A4","P24","A","4","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132646","B4","P24","B","4","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132735","C4","P24","C","4","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132908","D4","P24","D","4","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132800","E4","P24","E","4","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132962","F4","P24","F","4","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132925","G4","P24","G","4","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132608","H4","P24","H","4","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132981","A5","P24","A","5","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132435","B5","P24","B","5","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132451","C5","P24","C","5","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132682","D5","P24","D","5","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9131923","E5","P24","E","5","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132417","F5","P24","F","5","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132541","G5","P24","G","5","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132558","H5","P24","H","5","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
"CASENT9132645","A6","P24","A","6","P24_pcr.v2",2024-01-16,"#5","","","n","n",NA,NA,NA
