"catalog","well","plate","letter","number","replicate","date","thermocycler","flag","notes","LCO_CFMRb","LCO_HCO","fwhF2_fwhR2","AJHFwd1_dR","fwhF2_HCO"
"CASENT9131219","G10","P9","G","10","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9131177","H10","P9","H","10","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9131322","A11","P9","A","11","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9131263","B11","P9","B","11","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9130688","C11","P9","C","11","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9130975","D11","P9","D","11","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9131249","E11","P9","E","11","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9130610","F11","P9","F","11","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9131335","G11","P9","G","11","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9131388","H11","P9","H","11","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9130594","A12","P9","A","12","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9131375","B12","P9","B","12","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9130904","C12","P9","C","12","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9131374","D12","P9","D","12","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9131345","E12","P9","E","12","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9131257","F12","P9","F","12","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"","G12","P9","G","12","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"","H12","P9","H","12","P9_pcr.v3",2024-01-10,"#6","","","n","n",NA,NA,NA
"CASENT9131740","A1","P28","A","1","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132373","B1","P28","B","1","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132972","C1","P28","C","1","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131731","D1","P28","D","1","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131738","E1","P28","E","1","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132548","F1","P28","F","1","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131754","G1","P28","G","1","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132354","H1","P28","H","1","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131841","A2","P28","A","2","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131837","B2","P28","B","2","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132376","C2","P28","C","2","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132446","D2","P28","D","2","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131825","E2","P28","E","2","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132375","F2","P28","F","2","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132436","G2","P28","G","2","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131993","H2","P28","H","2","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132378","A3","P28","A","3","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132639","B3","P28","B","3","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132125","C3","P28","C","3","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132641","D3","P28","D","3","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132385","E3","P28","E","3","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132761","F3","P28","F","3","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132381","G3","P28","G","3","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132327","H3","P28","H","3","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132482","A4","P28","A","4","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132355","B4","P28","B","4","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132363","C4","P28","C","4","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131900","D4","P28","D","4","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132829","E4","P28","E","4","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132360","F4","P28","F","4","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132864","G4","P28","G","4","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132172","H4","P28","H","4","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132629","A5","P28","A","5","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132755","B5","P28","B","5","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132177","C5","P28","C","5","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132924","D5","P28","D","5","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9131843","E5","P28","E","5","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132358","F5","P28","F","5","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132182","G5","P28","G","5","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132357","H5","P28","H","5","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9131838","A6","P28","A","6","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132176","B6","P28","B","6","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132365","C6","P28","C","6","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132367","D6","P28","D","6","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132654","E6","P28","E","6","P28_pcr.v5",2024-01-11,"#5","","","n","y",NA,NA,NA
"CASENT9132356","F6","P28","F","6","P28_pcr.v5",2024-01-11,"#5","","","y","y",NA,NA,NA
"CASENT9132890","G6","P28","G","6","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9131835","H6","P28","H","6","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131839","A7","P28","A","7","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131844","B7","P28","B","7","P28_pcr.v5",2024-01-11,"#5","","","y","y",NA,NA,NA
"CASENT9131902","C7","P28","C","7","P28_pcr.v5",2024-01-11,"#5","","","y","y",NA,NA,NA
"CASENT9131909","D7","P28","D","7","P28_pcr.v5",2024-01-11,"#5","","","y","y",NA,NA,NA
"CASENT9131625","E7","P28","E","7","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9131637","F7","P28","F","7","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9131495","G7","P28","G","7","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9131650","H7","P28","H","7","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9131683","A8","P28","A","8","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9131574","B8","P28","B","8","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9131519","C8","P28","C","8","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131580","D8","P28","D","8","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132506","E8","P28","E","8","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132493","F8","P28","F","8","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132461","G8","P28","G","8","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9131584","H8","P28","H","8","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132204","A9","P28","A","9","P28_pcr.v5",2024-01-11,"#5","","","y","n",NA,NA,NA
"CASENT9132616","B9","P28","B","9","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132964","C9","P28","C","9","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131831","D9","P28","D","9","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131745","E9","P28","E","9","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131742","F9","P28","F","9","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131897","G9","P28","G","9","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131682","H9","P28","H","9","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132694","A10","P28","A","10","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132512","B10","P28","B","10","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132863","C10","P28","C","10","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132480","D10","P28","D","10","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131578","E10","P28","E","10","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132244","F10","P28","F","10","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132677","G10","P28","G","10","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132862","H10","P28","H","10","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131762","A11","P28","A","11","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131763","B11","P28","B","11","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131586","C11","P28","C","11","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132496","D11","P28","D","11","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131591","E11","P28","E","11","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132745","F11","P28","F","11","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132508","G11","P28","G","11","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132877","H11","P28","H","11","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132873","A12","P28","A","12","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132498","B12","P28","B","12","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9132889","C12","P28","C","12","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131758","D12","P28","D","12","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131760","E12","P28","E","12","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131576","F12","P28","F","12","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"","G12","P28","G","12","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"","H12","P28","H","12","P28_pcr.v5",2024-01-11,"#5","","","n","n",NA,NA,NA
"CASENT9131710","A1","P29","A","1","P29_pcr.v4",2024-01-11,"#6","y","6uL H20 added due to evaporation","n","n",NA,NA,NA
"CASENT9131711","B1","P29","B","1","P29_pcr.v4",2024-01-11,"#6","y","6uL H20 added due to evaporation","n","n",NA,NA,NA
"CASENT9131920","C1","P29","C","1","P29_pcr.v4",2024-01-11,"#6","y","6uL H20 added due to evaporation","y","n",NA,NA,NA
"CASENT9131707","D1","P29","D","1","P29_pcr.v4",2024-01-11,"#6","y","6uL H20 added due to evaporation","n","n",NA,NA,NA
"CASENT9131702","E1","P29","E","1","P29_pcr.v4",2024-01-11,"#6","y","6uL H20 added due to evaporation","n","n",NA,NA,NA
"CASENT9131706","F1","P29","F","1","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131466","G1","P29","G","1","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131796","H1","P29","H","1","P29_pcr.v4",2024-01-11,"#6","","","y","n",NA,NA,NA
"CASENT9132347","A2","P29","A","2","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131607","B2","P29","B","2","P29_pcr.v4",2024-01-11,"#6","","","y","n",NA,NA,NA
"CASENT9132522","C2","P29","C","2","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131821","D2","P29","D","2","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131859","E2","P29","E","2","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131721","F2","P29","F","2","P29_pcr.v4",2024-01-11,"#6","","","y","n",NA,NA,NA
"CASENT9132858","G2","P29","G","2","P29_pcr.v4",2024-01-11,"#6","","","y","n",NA,NA,NA
"CASENT9131453","H2","P29","H","2","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131704","A3","P29","A","3","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131569","B3","P29","B","3","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9132509","C3","P29","C","3","P29_pcr.v4",2024-01-11,"#6","","","y","n",NA,NA,NA
"CASENT9131606","D3","P29","D","3","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131618","E3","P29","E","3","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131618","F3","P29","F","3","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131577","G3","P29","G","3","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131712","H3","P29","H","3","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9132271","A4","P29","A","4","P29_pcr.v4",2024-01-11,"#6","","","y","n",NA,NA,NA
"CASENT9131802","B4","P29","B","4","P29_pcr.v4",2024-01-11,"#6","","","y","n",NA,NA,NA
"CASENT9132821","C4","P29","C","4","P29_pcr.v4",2024-01-11,"#6","","","y","n",NA,NA,NA
"CASENT9131523","D4","P29","D","4","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9132696","E4","P29","E","4","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9132741","F4","P29","F","4","P29_pcr.v4",2024-01-11,"#6","","","y","n",NA,NA,NA
"CASENT9132607","G4","P29","G","4","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9132804","H4","P29","H","4","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9132175","A5","P29","A","5","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131524","B5","P29","B","5","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9132665","C5","P29","C","5","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9132634","D5","P29","D","5","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131658","E5","P29","E","5","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131596","F5","P29","F","5","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131881","G5","P29","G","5","P29_pcr.v4",2024-01-11,"#6","y","6uL H20 added due to evaporation","y","n",NA,NA,NA
"CASENT9132949","H5","P29","H","5","P29_pcr.v4",2024-01-11,"#6","y","6uL H20 added due to evaporation","n","n",NA,NA,NA
"CASENT9131708","A6","P29","A","6","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131874","B6","P29","B","6","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131877","C6","P29","C","6","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131899","D6","P29","D","6","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131713","E6","P29","E","6","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131564","F6","P29","F","6","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131447","G6","P29","G","6","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131705","H6","P29","H","6","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131610","A7","P29","A","7","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131451","B7","P29","B","7","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131882","C7","P29","C","7","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131876","D7","P29","D","7","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9131801","E7","P29","E","7","P29_pcr.v4",2024-01-11,"#6","","","n","n",NA,NA,NA
"CASENT9098655","A1","P4","A","1","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9098758","B1","P4","B","1","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9098758","C1","P4","C","1","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT8556196","D1","P4","D","1","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9099458","E1","P4","E","1","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9098817","F1","P4","F","1","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT8551486","G1","P4","G","1","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9098608","H1","P4","H","1","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9098591","A2","P4","A","2","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9091938","B2","P4","B","2","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9063455","C2","P4","C","2","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9098932","D2","P4","D","2","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9099302","E2","P4","E","2","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9099401","F2","P4","F","2","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9096866","G2","P4","G","2","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"CASENT9096955","H2","P4","H","2","P4_pcr.v1",2024-01-11,"#4","","",NA,"n",NA,NA,NA
"23S736","A3","CDFA_P2","A","3","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23S976","B3","CDFA_P2","B","3","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T162","C3","CDFA_P2","C","3","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T174","D3","CDFA_P2","D","3","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23T186","E3","CDFA_P2","E","3","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T200","F3","CDFA_P2","F","3","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T212","G3","CDFA_P2","G","3","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T226","H3","CDFA_P2","H","3","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23S854","A4","CDFA_P2","A","4","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23S884","A5","CDFA_P2","A","5","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23S885","A6","CDFA_P2","A","6","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23S886","A7","CDFA_P2","A","7","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23S887","A8","CDFA_P2","A","8","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23S917","A9","CDFA_P2","A","9","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23S918","A10","CDFA_P2","A","10","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T151","B4","CDFA_P2","B","4","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T163","C4","CDFA_P2","C","4","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T175","D4","CDFA_P2","D","4","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T187","E4","CDFA_P2","E","4","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T201","F4","CDFA_P2","F","4","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T213","G4","CDFA_P2","G","4","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T227","H4","CDFA_P2","H","4","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23S919","A11","CDFA_P2","A","11","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23S920","A12","CDFA_P2","A","12","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T152","B5","CDFA_P2","B","5","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T153","B6","CDFA_P2","B","6","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T164","C5","CDFA_P2","C","5","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T176","D5","CDFA_P2","D","5","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T189","E5","CDFA_P2","E","5","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23T202","F5","CDFA_P2","F","5","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23T214","G5","CDFA_P2","G","5","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T228","H5","CDFA_P2","H","5","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T154","B7","CDFA_P2","B","7","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T155","B8","CDFA_P2","B","8","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T156","B9","CDFA_P2","B","9","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23T157","B10","CDFA_P2","B","10","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T158","B11","CDFA_P2","B","11","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T159","B12","CDFA_P2","B","12","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T165","C6","CDFA_P2","C","6","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T177","D6","CDFA_P2","D","6","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T191","E6","CDFA_P2","E","6","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T203","F6","CDFA_P2","F","6","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T215","G6","CDFA_P2","G","6","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T229","H6","CDFA_P2","H","6","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T166","C7","CDFA_P2","C","7","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T167","C8","CDFA_P2","C","8","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T168","C9","CDFA_P2","C","9","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23T169","C10","CDFA_P2","C","10","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T178","D7","CDFA_P2","D","7","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T192","E7","CDFA_P2","E","7","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T204","F7","CDFA_P2","F","7","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T216","G7","CDFA_P2","G","7","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T230","H7","CDFA_P2","H","7","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T170","C11","CDFA_P2","C","11","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","n",NA,NA,NA
"23T171","C12","CDFA_P2","C","12","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T179","D8","CDFA_P2","D","8","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T193","E8","CDFA_P2","E","8","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T205","F8","CDFA_P2","F","8","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T217","G8","CDFA_P2","G","8","CDFA_P2_pcr.v3",2024-01-16,"?","","","y","y",NA,NA,NA
"23T231","H8","CDFA_P2","H","8","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T180","D9","CDFA_P2","D","9","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
"23T181","D10","CDFA_P2","D","10","CDFA_P2_pcr.v3",2024-01-16,"?","","","n","n",NA,NA,NA
